column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
AUQ410D,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Illness/Infections,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""4"": ""Illness/Infections (Measles, Meningitis, Mumps)""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410E,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Drugs/Medications,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""5"": ""Drugs/Medications""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410F,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Head/Neck injury,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""6"": ""Head or neck injury/trauma""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410G,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Loud brief noise,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""7"": ""Loud brief explosive noise/sounds""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410H,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Long-term noise,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""8"": ""Noise exposure, long-term (machinery, etc.)""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410I,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Aging,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""9"": ""Aging, getting older""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410J,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Others,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""10"": ""Other causes""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
BAQ321A,"The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
vertigo - a sensation of spinning, tilting, swaying or rocking 
of {yourself/himself/herself/SP's} or {your/his/her/SP's} surroundings?",BAQ_L,Balance,Questionnaire,"Past 12 months, problems with vertigo","The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
vertigo - a sensation of spinning, tilting, swaying or rocking 
of {yourself/himself/herself/SP's} or {your/his/her/SP's} surroundings?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTIONS: MAKE ABOVE TEXT OPTIONAL (IN BRACKETS) for b through d.
RESPONSES: YES = 1, NO = 2, REFUSED = 7, DON'T KNOW = 9.",
BAQ321B,"The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
blurring of {your/his/her/SP's} vision when {you move your/he moves his/she moves her/SP moves SP's} head?",BAQ_L,Balance,Questionnaire,"Past 12 months, prblms w/blurring vision","The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
blurring of {your/his/her/SP's} vision when {you move your/he moves his/she moves her/SP moves SP's} head?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTIONS: MAKE ABOVE TEXT OPTIONAL (IN BRACKETS) for b through d.
RESPONSES: YES = 1, NO = 2, REFUSED = 7, DON'T KNOW = 9.",
BAQ321C,"The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
unsteadiness - a feeling of being off-balance or not stable when standing or sitting upright?",BAQ_L,Balance,Questionnaire,"Past 12 months, problems with unsteady","The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
unsteadiness - a feeling of being off-balance or not stable when standing or sitting upright?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTIONS: MAKE ABOVE TEXT OPTIONAL (IN BRACKETS) for b through d.
RESPONSES: YES = 1, NO = 2, REFUSED = 7, DON'T KNOW = 9.",
BAQ321D,"The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
light-headedness - without a sense of motion, OR fainting - a feeling {you are/he is/she is/SP is} going to pass out or faint",BAQ_L,Balance,Questionnaire,"Past 12 months, problems w/light-headed","The next questions are about symptoms of dizziness, light-headedness, or balance problems. Do not include times when drinking alcohol, using recreational drugs, or taking medications that cause dizziness. In the past 12 months, {have you/has SP} had problems with...
light-headedness - without a sense of motion, OR fainting - a feeling {you are/he is/she is/SP is} going to pass out or faint","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTIONS: MAKE ABOVE TEXT OPTIONAL (IN BRACKETS) for b through d.
RESPONSES: YES = 1, NO = 2, REFUSED = 7, DON'T KNOW = 9.",
BAQ341,"This next section focuses on {your/SP's} most bothersome symptom in the past 12 months. During the past 12 months, which one of these problems bothered {you/SP} the most?",BAQ_L,Balance,Questionnaire,"Past 12 months, which bothered the most?","This next section focuses on {your/SP's} most bothersome symptom in the past 12 months. During the past 12 months, which one of these problems bothered {you/SP} the most?","Both males and females 20 YEARS -
			69 YEARS",ordinal,1.0,4.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Vertigo"", ""2"": ""Blurring vision"", ""3"": ""Unsteadiness"", ""4"": ""Light-headed or fainting""}","CAPI INSTRUCTION: ONLY DISPLAY RESPONSE OPTIONS WITH A ""YES"" RESPONSE RECORDED IN QUESTIONS BAQ.321a TO BAQ.321d. BAQ.321a = RESPONSE OPTION 1, BAQ.321b = RESPONSE OPTION 2, BAQ.321c = RESPONSE OPTION 3, BAQ.321d = RESPONSE OPTION 4.",
BAQ391A,"During the past 12 months, were {your/SP's} episodes for {your/his/her/SP's} {RESPONSE FOR BAQ.341} accompanied by the following?",BAQ_L,Balance,Questionnaire,Episodes with nausea or vomiting?,"During the past 12 months, were {your/SP's} episodes for {your/his/her/SP's} {RESPONSE FOR BAQ.341} accompanied by the following?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",CAPI INSTRUCTION: FILL {RESPONSE FOR BAQ.341} WITH TEXT OF RESPONSE SELECTED FOR BAQ.341.,
BAQ391B,"During the past 12 months, were {your/SP's} episodes for {your/his/her/SP's} {RESPONSE FOR BAQ.341} accompanied by the following?",BAQ_L,Balance,Questionnaire,Episodes with migraine/severe headache?,"During the past 12 months, were {your/SP's} episodes for {your/his/her/SP's} {RESPONSE FOR BAQ.341} accompanied by the following?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",CAPI INSTRUCTION: FILL {RESPONSE FOR BAQ.341} WITH TEXT OF RESPONSE SELECTED FOR BAQ.341.,
BAQ401,"During the past 12 months, {did your/SP's} dizziness or balance problem(s) prevent {you/SP} from doing things {you/he/she/SP} otherwise would do, such as, work, school, or other scheduled activities?",BAQ_L,Balance,Questionnaire,Balance prevent you from doing things,"During the past 12 months, {did your/SP's} dizziness or balance problem(s) prevent {you/SP} from doing things {you/he/she/SP} otherwise would do, such as, work, school, or other scheduled activities?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BAQ421,"During the past 12 months, how much of a problem was {your/his/her/SP's} problem with balance, blurred vision, or light-headedness and fainting? Was it...",BAQ_L,Balance,Questionnaire,How much of a problem was balance?,"During the past 12 months, how much of a problem was {your/his/her/SP's} problem with balance, blurred vision, or light-headedness and fainting? Was it...","Both males and females 20 YEARS -
			69 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""No problem,"", ""2"": ""A small problem,"", ""3"": ""A moderate problem,"", ""4"": ""A big problem, or"", ""5"": ""A very big problem?""}","INTERVIEWER INSTRUCTION: IF RESPONDENT IS UNCLEAR HOW TO ANSWER BECAUSE EPISODES VARY, THEN JUST ASK THE RESPONDENT TO THINK ABOUT THEIR TYPICAL EPISODE TO RESPOND.",
BAQ431,"Think of any time {you have/SP has} had symptoms of dizziness, imbalance, etc.  {Have you/Has SP} ever seen a doctor or other health professional, including emergency room physicians, about {your/his/her/SP's} problem(s) with balance, blurred vision, or light-headedness and fainting?",BAQ_L,Balance,Questionnaire,Ever see health professional for balance,"Think of any time {you have/SP has} had symptoms of dizziness, imbalance, etc.  {Have you/Has SP} ever seen a doctor or other health professional, including emergency room physicians, about {your/his/her/SP's} problem(s) with balance, blurred vision, or light-headedness and fainting?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BAQ491,"{Have you/Has SP} ever tried anything to treat {your/his/her/SP's} problem(s) with balance, blurred vision, or light-headedness and fainting?",BAQ_L,Balance,Questionnaire,Ever tried to treat balance problems?,"{Have you/Has SP} ever tried anything to treat {your/his/her/SP's} problem(s) with balance, blurred vision, or light-headedness and fainting?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BAQ530,"The next questions are about frequency of falling and associated injuries. By ""falling"", we mean unexpectedly or unintentionally dropping to a lower surface - the floor or ground - for example, from a standing, seated, walking, or bending position.  During the past 5 years, how many times {have you/has SP} fallen?",BAQ_L,Balance,Questionnaire,"Past 5 years, how many times fallen?","The next questions are about frequency of falling and associated injuries. By ""falling"", we mean unexpectedly or unintentionally dropping to a lower surface - the floor or ground - for example, from a standing, seated, walking, or bending position.  During the past 5 years, how many times {have you/has SP} fallen?","Both males and females 20 YEARS -
			69 YEARS",ordinal,1.0,7.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Never"", ""2"": ""1 or 2 times"", ""3"": ""3 to 4 times"", ""4"": ""About every year"", ""5"": ""About every month"", ""6"": ""About every week"", ""7"": ""Daily or constantly""}",INTERVIEWER INSTRUCTION: A FALL CAN BE FROM ANY POSITION.,
BAQ550,"During the past 12 months, how many times {have you/has SP} fallen?",BAQ_L,Balance,Questionnaire,"Past 12 months, number of times fallen?","During the past 12 months, how many times {have you/has SP} fallen?","Both males and females 20 YEARS -
			69 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Never"", ""2"": ""1 or 2 times"", ""3"": ""3 to 4 times"", ""4"": ""5 to 9 times"", ""5"": ""10 or more times""}",,
BAQ560,"During the past 12 months, did {you/SP} have an injury that resulted from falling?",BAQ_L,Balance,Questionnaire,"Past 12 mnths, have injury from falling?","During the past 12 months, did {you/SP} have an injury that resulted from falling?","Both males and females 20 YEARS -
			69 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","INTERVIEWER INSTRUCTION:INJURIES INCLUDE CUTS OR WOUNDS, DISLOCATION OF JOINTS, FRACTURES OR BROKEN BONES, PAIN, ACHE OR STRAIN TO THE SPINE OR BACK, HEAD OR NECK INJURY, SPRAIN OR TORN LIGAMENT OR MUSCLE, AND SWELLING OR BRUISING.",
BPQ020,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had hypertension, also called high blood pressure?",BPQ_L,Blood Pressure & Cholesterol,Questionnaire,Ever told you had high blood pressure,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had hypertension, also called high blood pressure?","Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BPQ030,"{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hypertension, also called high blood pressure?",BPQ_L,Blood Pressure & Cholesterol,Questionnaire,Told had high blood pressure - 2+ times,"{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hypertension, also called high blood pressure?","Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BPQ080,{Have you/Has SP} ever been told by a doctor or other health professional that {your/his/her} blood cholesterol level was high?,BPQ_L,Blood Pressure & Cholesterol,Questionnaire,Doctor told you - high cholesterol level,{Have you/Has SP} ever been told by a doctor or other health professional that {your/his/her} blood cholesterol level was high?,"Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BPQ101D,{Are you/Is SP} now taking any medication prescribed by a doctor lower {your/his/her/SP's} blood cholesterol?,BPQ_L,Blood Pressure & Cholesterol,Questionnaire,Taking meds to lower blood cholesterol?,{Are you/Is SP} now taking any medication prescribed by a doctor lower {your/his/her/SP's} blood cholesterol?,"Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
BPQ150,{Are you/Is SP} now taking any medication prescribed by a doctor for {your/his/her/SP's} high blood pressure?,BPQ_L,Blood Pressure & Cholesterol,Questionnaire,Taking high blood pressure medication,{Are you/Is SP} now taking any medication prescribed by a doctor for {your/his/her/SP's} high blood pressure?,"Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
DBD030,How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk?,DBQ_L,Diet Behavior & Nutrition,Questionnaire,Age stopped breastfeeding (days),How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk?,"Both males and females 0 YEARS -
			6 YEARS",continuous,0.0,666666.0,"{""777777"": ""Refused"", ""999999"": ""Don't know"", ""0"": ""Still breastfeeding"", ""666666"": ""More than 1095 days (3-year) old""}",{},,"Special code(s) ['0', '666666'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
DBD041,How old was {SP} when {he/she} was first fed formula?,DBQ_L,Diet Behavior & Nutrition,Questionnaire,Age first fed formula (days),How old was {SP} when {he/she} was first fed formula?,"Both males and females 0 YEARS -
			6 YEARS",continuous,0.0,666666.0,"{""777777"": ""Refused"", ""999999"": ""Don't know"", ""0"": ""Never"", ""666666"": ""More than 365 days (1-year) old""}",{},,"Special code(s) ['0', '666666'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
